Employee ID,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Role,Job Satisfaction,Marital Status, Monthly Income ,Experience,Over Time,WorkLifeBalance,Performance Rating
471,32,No,Travel_Rarely,Research & Development,2,Graduate,Medical,3,Female,High,Laboratory Technician,2,Married," $2,370 ",1,No,3,3
473,48,No,Travel_Rarely,Sales,29,SSC,Medical,1,Female,High,Manager,3,Married," $12,504 ",3,No,1,4
474,37,No,Travel_Rarely,Research & Development,6,Graduate,Medical,3,Male,Very High,Research Scientist,1,Divorced," $5,974 ",4,Yes,3,3
475,30,No,Non-Travel,Sales,25,Intermediate,Technical Degree,4,Female,High,Sales Executive,3,Married," $4,736 ",7,Yes,4,3
476,26,No,Travel_Rarely,Sales,1,Graduate,Life Sciences,3,Male,High,Sales Executive,3,Married," $5,296 ",1,No,3,3
477,42,No,Travel_Rarely,Research & Development,2,Masters,Medical,1,Male,Medium,Healthcare Representative,4,Single," $6,781 ",3,No,3,4
478,21,Yes,Travel_Frequently,Sales,1,SSC,Technical Degree,1,Female,Medium,Sales Representative,2,Single," $2,174 ",1,Yes,3,3
479,36,No,Non-Travel,Sales,1,Doctorate,Medical,4,Female,High,Sales Executive,4,Single," $6,653 ",4,No,3,3
481,36,No,Travel_Frequently,Sales,3,Masters,Medical,1,Male,Medium,Sales Executive,4,Married," $9,699 ",4,No,3,3
482,57,No,Travel_Rarely,Research & Development,1,Masters,Medical,4,Male,High,Healthcare Representative,3,Married," $6,755 ",2,No,3,3
483,40,No,Travel_Rarely,Research & Development,10,Masters,Life Sciences,4,Female,Very High,Laboratory Technician,3,Married," $2,213 ",3,Yes,3,3
484,21,No,Non-Travel,Sales,9,Intermediate,Medical,1,Male,High,Sales Representative,4,Single," $2,610 ",1,No,2,4
485,33,Yes,Travel_Rarely,Sales,5,Graduate,Marketing,4,Female,High,Sales Representative,3,Single," $2,851 ",1,Yes,3,3
486,37,No,Travel_Rarely,Research & Development,10,Graduate,Medical,3,Female,High,Laboratory Technician,1,Married," $3,452 ",6,No,3,4
487,46,No,Non-Travel,Research & Development,7,Masters,Medical,3,Female,High,Manufacturing Director,3,Married," $5,258 ",2,No,4,3
488,41,Yes,Travel_Frequently,Sales,4,Graduate,Marketing,1,Male,High,Sales Executive,2,Single," $9,355 ",1,No,3,3
491,50,No,Travel_Rarely,Research & Development,10,Graduate,Technical Degree,4,Male,Medium,Healthcare Representative,4,Single," $10,496 ",6,No,3,3
492,40,Yes,Travel_Rarely,Sales,22,Intermediate,Marketing,3,Male,Medium,Sales Executive,3,Married," $6,380 ",2,Yes,3,3
493,31,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,3,Male,Medium,Research Scientist,2,Single," $2,657 ",0,Yes,3,3
494,21,Yes,Travel_Rarely,Sales,12,Graduate,Life Sciences,3,Female,Very High,Sales Representative,2,Single," $2,716 ",1,No,3,3
495,29,No,Travel_Rarely,Research & Development,23,Graduate,Life Sciences,4,Male,High,Research Scientist,4,Single," $2,201 ",9,No,3,3
496,35,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,3,Male,Medium,Healthcare Representative,2,Single," $6,540 ",9,No,3,3
497,27,No,Travel_Rarely,Research & Development,1,Intermediate,Medical,4,Male,High,Laboratory Technician,2,Divorced," $3,816 ",1,No,3,3
498,28,No,Travel_Rarely,Sales,9,Masters,Life Sciences,2,Male,High,Sales Executive,4,Single," $5,253 ",1,No,3,3
499,49,No,Travel_Rarely,Research & Development,7,Graduate,Medical,2,Male,Medium,Healthcare Representative,3,Single," $10,965 ",8,No,3,4
500,51,No,Travel_Rarely,Sales,14,Intermediate,Life Sciences,3,Female,High,Sales Executive,4,Married," $4,936 ",4,No,2,3
501,36,No,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,4,Female,High,Research Scientist,3,Married," $2,543 ",4,No,3,3
502,34,Yes,Non-Travel,Sales,19,Graduate,Marketing,1,Male,Very High,Sales Executive,4,Single," $5,304 ",8,Yes,2,3
505,55,No,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,3,Female,High,Manager,4,Single," $16,659 ",2,Yes,3,3
507,24,No,Travel_Rarely,Sales,10,Masters,Marketing,4,Female,High,Sales Executive,3,Divorced," $4,260 ",1,Yes,4,3
508,30,No,Travel_Rarely,Sales,2,SSC,Technical Degree,3,Male,High,Sales Representative,2,Married," $2,476 ",1,No,3,3
510,26,Yes,Travel_Frequently,Research & Development,3,SSC,Technical Degree,3,Male,High,Research Scientist,1,Single," $3,102 ",0,No,3,4
511,22,No,Travel_Rarely,Research & Development,11,Graduate,Medical,1,Female,High,Research Scientist,2,Married," $2,244 ",1,No,3,3
513,36,No,Travel_Rarely,Sales,2,Intermediate,Medical,2,Male,Medium,Sales Executive,3,Married," $7,596 ",1,No,3,3
514,30,Yes,Travel_Frequently,Research & Development,4,Graduate,Technical Degree,3,Male,High,Research Scientist,4,Single," $2,285 ",9,Yes,3,4
515,37,No,Travel_Rarely,Research & Development,14,Graduate,Life Sciences,4,Female,High,Laboratory Technician,1,Divorced," $3,034 ",1,No,2,3
516,40,No,Travel_Rarely,Sales,2,Intermediate,Marketing,4,Female,High,Sales Executive,2,Divorced," $5,715 ",7,No,3,3
517,42,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,2,Female,High,Laboratory Technician,1,Divorced," $2,576 ",3,No,3,3
518,37,No,Travel_Rarely,Research & Development,10,Masters,Life Sciences,3,Male,High,Manufacturing Director,2,Single," $4,197 ",2,Yes,2,3
520,43,No,Travel_Rarely,Research & Development,12,Graduate,Life Sciences,1,Male,Medium,Research Director,2,Divorced," $14,336 ",1,No,3,3
521,40,No,Travel_Rarely,Research & Development,2,Graduate,Medical,2,Female,Medium,Laboratory Technician,3,Married," $3,448 ",6,No,3,4
522,54,No,Travel_Rarely,Research & Development,5,Intermediate,Medical,1,Male,High,Research Director,1,Married," $19,406 ",4,No,2,3
523,34,No,Non-Travel,Sales,4,Masters,Marketing,3,Female,High,Sales Executive,3,Married," $6,538 ",9,No,3,3
524,31,No,Travel_Rarely,Research & Development,7,Intermediate,Medical,2,Female,High,Manufacturing Director,1,Married," $4,306 ",1,No,1,3
525,43,No,Travel_Frequently,Research & Development,21,Graduate,Medical,4,Male,High,Laboratory Technician,4,Married," $2,258 ",7,No,3,4
526,43,No,Travel_Rarely,Research & Development,8,Masters,Medical,3,Female,High,Healthcare Representative,3,Divorced," $4,522 ",4,Yes,3,3
527,25,No,Travel_Rarely,Sales,4,Intermediate,Life Sciences,2,Female,Medium,Sales Executive,4,Single," $4,487 ",1,Yes,3,3
529,37,No,Non-Travel,Research & Development,25,Doctorate,Medical,2,Female,High,Research Scientist,3,Married," $4,449 ",3,Yes,3,3
530,31,No,Travel_Rarely,Research & Development,1,Intermediate,Life Sciences,4,Male,Medium,Laboratory Technician,1,Married," $2,218 ",1,No,3,3
531,39,No,Travel_Frequently,Research & Development,1,SSC,Life Sciences,2,Male,High,Manager,3,Divorced," $19,197 ",1,Yes,3,3
532,56,No,Travel_Frequently,Sales,6,Graduate,Life Sciences,3,Female,Very High,Sales Executive,1,Married," $13,212 ",9,No,2,3
533,30,No,Travel_Rarely,Sales,12,Graduate,Technical Degree,2,Female,High,Sales Executive,3,Single," $6,577 ",0,No,3,3
534,41,No,Travel_Rarely,Sales,1,Graduate,Marketing,2,Male,Very High,Sales Executive,1,Married," $8,392 ",1,No,3,3
536,28,No,Travel_Rarely,Research & Development,17,Intermediate,Medical,3,Male,High,Laboratory Technician,1,Divorced," $4,558 ",1,No,3,3
538,25,Yes,Travel_Rarely,Research & Development,3,Graduate,Medical,1,Male,High,Laboratory Technician,1,Married," $4,031 ",5,No,3,3
543,52,No,Travel_Rarely,Research & Development,3,Graduate,Medical,4,Male,Medium,Manufacturing Director,3,Married," $7,969 ",2,Yes,3,3
544,45,No,Travel_Rarely,Research & Development,10,Intermediate,Life Sciences,1,Male,High,Research Scientist,4,Married," $2,654 ",3,No,2,4
546,52,No,Travel_Rarely,Research & Development,4,Intermediate,Life Sciences,4,Female,High,Manager,4,Married," $16,555 ",2,No,1,3
547,42,No,Travel_Frequently,Research & Development,29,Intermediate,Life Sciences,1,Female,High,Research Scientist,3,Divorced," $4,556 ",2,No,3,3
548,30,No,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,3,Female,Low,Manufacturing Director,4,Single," $6,091 ",2,No,3,4
549,60,No,Travel_Rarely,Research & Development,7,Graduate,Life Sciences,1,Female,High,Manager,1,Married," $19,566 ",5,No,1,3
550,46,No,Travel_Rarely,Research & Development,18,Graduate,Medical,3,Female,High,Manufacturing Director,3,Divorced," $4,810 ",2,No,2,3
551,42,No,Travel_Frequently,Research & Development,28,Masters,Technical Degree,4,Female,Medium,Healthcare Representative,4,Married," $4,523 ",0,No,4,3
554,24,Yes,Travel_Rarely,Sales,1,SSC,Technical Degree,1,Female,High,Sales Representative,2,Single," $3,202 ",1,Yes,3,3
555,34,Yes,Travel_Frequently,Sales,6,Intermediate,Marketing,4,Female,Low,Sales Representative,3,Divorced," $2,351 ",0,No,2,3
556,38,No,Travel_Frequently,Research & Development,2,Intermediate,Life Sciences,4,Male,High,Laboratory Technician,4,Married," $1,702 ",1,Yes,3,4
558,40,No,Travel_Rarely,Sales,2,Masters,Life Sciences,3,Female,High,Manager,3,Married," $18,041 ",0,No,3,3
560,26,No,Travel_Rarely,Research & Development,23,Graduate,Life Sciences,1,Female,High,Research Scientist,4,Divorced," $2,886 ",1,No,1,4
562,30,No,Non-Travel,Research & Development,3,Graduate,Life Sciences,3,Male,High,Laboratory Technician,4,Married," $2,097 ",4,No,1,3
564,29,No,Travel_Rarely,Research & Development,3,Masters,Medical,2,Male,Medium,Research Director,3,Married," $11,935 ",1,No,3,3
565,29,Yes,Travel_Rarely,Research & Development,25,Doctorate,Technical Degree,3,Female,Medium,Research Scientist,2,Married," $2,546 ",5,No,4,3
566,19,Yes,Travel_Rarely,Human Resources,2,Intermediate,Technical Degree,1,Male,Medium,Human Resources,4,Single," $2,564 ",1,No,4,3
567,30,No,Non-Travel,Sales,22,Masters,Medical,3,Female,High,Sales Executive,1,Married," $8,412 ",0,No,3,3
568,57,No,Travel_Rarely,Sales,29,Graduate,Marketing,1,Male,Medium,Manager,4,Divorced," $14,118 ",3,No,2,3
569,50,No,Travel_Rarely,Research & Development,29,Masters,Life Sciences,2,Male,Medium,Manager,3,Married," $17,046 ",0,No,3,3
571,30,No,Non-Travel,Research & Development,2,Graduate,Medical,3,Female,High,Laboratory Technician,4,Single," $2,564 ",0,No,2,3
573,60,No,Travel_Frequently,Sales,28,Graduate,Marketing,3,Female,Medium,Sales Executive,1,Married," $10,266 ",4,No,4,3
574,47,No,Travel_Rarely,Research & Development,2,Intermediate,Medical,1,Female,High,Manufacturing Director,4,Divorced," $5,070 ",5,No,3,3
575,46,No,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,1,Male,High,Research Director,3,Married," $17,861 ",6,No,1,3
577,35,No,Travel_Rarely,Research & Development,22,Graduate,Life Sciences,4,Male,Low,Laboratory Technician,3,Single," $4,230 ",0,No,3,3
578,54,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,3,Female,High,Laboratory Technician,3,Single," $3,780 ",7,No,3,3
579,34,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,4,Male,Medium,Research Scientist,3,Divorced," $2,768 ",3,No,3,3
580,46,No,Travel_Rarely,Sales,10,Graduate,Marketing,3,Female,Medium,Sales Executive,4,Married," $9,071 ",2,Yes,3,3
581,31,No,Travel_Rarely,Research & Development,9,SSC,Life Sciences,3,Male,High,Manufacturing Director,2,Divorced," $10,648 ",1,No,4,4
582,33,Yes,Travel_Rarely,Research & Development,15,SSC,Medical,2,Male,High,Manager,3,Married," $13,610 ",7,Yes,4,3
584,33,Yes,Travel_Rarely,Research & Development,10,SSC,Medical,1,Male,Low,Laboratory Technician,4,Divorced," $3,408 ",7,No,3,3
585,30,No,Travel_Rarely,Sales,7,SSC,Marketing,4,Male,High,Sales Representative,2,Single," $2,983 ",0,No,3,3
586,35,No,Travel_Rarely,Research & Development,16,Graduate,Life Sciences,4,Male,High,Healthcare Representative,3,Married," $7,632 ",4,Yes,3,3
587,31,Yes,Travel_Frequently,Research & Development,20,Graduate,Life Sciences,1,Male,High,Healthcare Representative,3,Married," $9,824 ",3,No,3,3
590,34,Yes,Travel_Frequently,Human Resources,23,Graduate,Human Resources,2,Female,High,Human Resources,1,Divorced," $9,950 ",9,Yes,3,3
591,42,No,Travel_Frequently,Research & Development,5,Intermediate,Medical,2,Male,High,Laboratory Technician,3,Married," $2,093 ",4,No,3,3
592,36,No,Non-Travel,Sales,10,Masters,Medical,2,Male,High,Sales Executive,4,Single," $9,980 ",1,No,2,3
593,22,Yes,Travel_Frequently,Research & Development,4,SSC,Technical Degree,3,Male,Medium,Laboratory Technician,3,Single," $3,894 ",5,No,3,3
595,48,No,Travel_Rarely,Sales,2,Doctorate,Marketing,2,Female,High,Sales Executive,4,Married," $4,051 ",2,No,3,3
597,55,No,Travel_Rarely,Sales,18,Doctorate,Life Sciences,1,Female,High,Manager,2,Single," $16,835 ",3,No,3,4
599,41,No,Non-Travel,Sales,10,Intermediate,Life Sciences,4,Male,High,Sales Executive,4,Single," $6,230 ",7,No,3,3
600,35,No,Travel_Rarely,Sales,1,Graduate,Marketing,2,Male,High,Sales Executive,3,Married," $4,717 ",9,No,3,3
601,40,No,Travel_Rarely,Research & Development,6,Graduate,Life Sciences,2,Female,High,Manufacturing Director,3,Single," $13,237 ",7,No,3,3
602,39,No,Travel_Frequently,Research & Development,8,SSC,Life Sciences,3,Female,High,Laboratory Technician,3,Married," $3,755 ",1,No,3,3
604,31,No,Travel_Rarely,Sales,2,SSC,Life Sciences,2,Male,High,Sales Executive,4,Single," $6,582 ",4,Yes,4,3
605,42,No,Travel_Rarely,Research & Development,24,Graduate,Medical,4,Male,High,Manufacturing Director,1,Married," $7,406 ",1,Yes,2,4
606,45,No,Travel_Rarely,Sales,2,Graduate,Medical,4,Male,High,Sales Executive,2,Married," $4,805 ",0,No,4,3
608,26,Yes,Travel_Frequently,Human Resources,17,Masters,Life Sciences,2,Female,High,Human Resources,3,Divorced," $2,741 ",0,Yes,2,3
611,29,No,Travel_Rarely,Research & Development,19,Graduate,Technical Degree,4,Male,High,Manufacturing Director,4,Divorced," $4,262 ",4,No,4,3
612,33,No,Travel_Rarely,Research & Development,1,Doctorate,Medical,1,Female,Very High,Research Director,3,Divorced," $16,184 ",4,No,3,3
613,31,No,Travel_Rarely,Sales,7,Graduate,Life Sciences,3,Male,Medium,Manager,4,Divorced," $11,557 ",9,No,2,4
614,18,Yes,Travel_Frequently,Sales,5,Graduate,Marketing,2,Male,High,Sales Representative,2,Single," $1,878 ",1,Yes,3,3
615,40,No,Non-Travel,Sales,28,Graduate,Medical,3,Male,Low,Sales Executive,1,Divorced," $10,932 ",3,No,3,3
616,41,No,Non-Travel,Research & Development,2,Masters,Medical,1,Female,Medium,Healthcare Representative,3,Single," $6,811 ",2,Yes,3,3
618,26,No,Travel_Rarely,Sales,29,Intermediate,Medical,1,Male,High,Sales Executive,3,Divorced," $4,306 ",5,No,3,3
620,35,No,Travel_Rarely,Sales,1,Graduate,Medical,1,Female,High,Sales Executive,3,Single," $4,859 ",1,No,3,3
621,34,No,Travel_Rarely,Sales,21,Masters,Life Sciences,4,Male,Very High,Sales Executive,4,Single," $5,337 ",1,No,3,3
622,26,Yes,Travel_Rarely,Research & Development,24,Graduate,Technical Degree,3,Male,Low,Laboratory Technician,4,Single," $2,340 ",1,Yes,1,3
623,37,No,Travel_Rarely,Research & Development,1,Graduate,Technical Degree,2,Female,High,Manufacturing Director,4,Single," $7,491 ",4,No,4,3
624,46,No,Travel_Frequently,Research & Development,18,SSC,Medical,1,Female,High,Healthcare Representative,3,Married," $10,527 ",5,No,2,3
625,41,No,Travel_Rarely,Sales,2,Doctorate,Life Sciences,2,Female,High,Manager,1,Married," $16,595 ",7,No,3,3
626,37,No,Non-Travel,Sales,9,Masters,Medical,1,Male,High,Sales Executive,2,Divorced," $8,834 ",1,No,3,3
630,52,No,Travel_Rarely,Research & Development,6,Intermediate,Technical Degree,4,Male,High,Research Scientist,1,Divorced," $5,577 ",3,Yes,3,3
631,32,Yes,Non-Travel,Sales,11,Masters,Medical,4,Male,Very High,Sales Executive,3,Married," $4,707 ",8,No,3,3
632,24,No,Travel_Frequently,Sales,24,Graduate,Medical,4,Male,High,Sales Representative,4,Married," $2,400 ",0,No,3,3
634,38,No,Travel_Rarely,Research & Development,10,Graduate,Medical,3,Female,High,Healthcare Representative,3,Married," $9,824 ",3,No,3,3
635,37,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,2,Female,High,Manufacturing Director,2,Married," $6,447 ",6,No,2,3
638,49,No,Travel_Rarely,Research & Development,18,Masters,Life Sciences,4,Male,Medium,Research Director,3,Divorced," $19,502 ",1,Yes,3,3
639,24,No,Travel_Rarely,Research & Development,23,Graduate,Medical,2,Male,Very High,Research Scientist,4,Married," $2,725 ",1,Yes,3,3
641,26,No,Travel_Rarely,Sales,28,Intermediate,Marketing,1,Male,High,Sales Executive,2,Married," $6,272 ",1,No,4,4
643,24,No,Travel_Rarely,Research & Development,17,Intermediate,Medical,4,Male,Medium,Laboratory Technician,2,Married," $2,127 ",1,No,3,4
644,50,No,Travel_Frequently,Human Resources,3,Graduate,Medical,1,Male,High,Manager,2,Married," $18,200 ",1,No,3,3
645,25,No,Travel_Rarely,Sales,13,SSC,Medical,2,Male,High,Sales Representative,3,Married," $2,096 ",1,No,3,3
647,24,Yes,Travel_Frequently,Research & Development,7,Graduate,Life Sciences,1,Female,High,Laboratory Technician,3,Married," $2,886 ",1,Yes,3,3
648,30,Yes,Travel_Frequently,Sales,12,Masters,Life Sciences,2,Male,Medium,Sales Representative,1,Married," $2,033 ",1,No,4,3
649,34,No,Travel_Rarely,Research & Development,1,Intermediate,Life Sciences,2,Male,Medium,Research Scientist,4,Married," $3,622 ",1,Yes,3,3
650,31,Yes,Travel_Rarely,Sales,13,Masters,Medical,2,Male,High,Sales Executive,1,Divorced," $4,233 ",2,No,1,3
652,35,No,Travel_Rarely,Research & Development,25,Intermediate,Medical,1,Male,Medium,Laboratory Technician,4,Single," $3,681 ",4,No,3,3
653,31,No,Travel_Rarely,Sales,6,Masters,Medical,1,Male,Very High,Sales Executive,4,Divorced," $5,460 ",4,No,4,4
655,27,No,Travel_Rarely,Research & Development,6,Masters,Medical,1,Female,Medium,Research Scientist,3,Divorced," $2,187 ",0,No,2,3
656,37,No,Travel_Rarely,Sales,2,Graduate,Marketing,4,Male,High,Sales Executive,3,Married," $9,602 ",4,Yes,2,3
657,20,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,4,Female,Medium,Research Scientist,2,Single," $2,836 ",1,No,4,3
659,42,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,3,Female,High,Healthcare Representative,4,Married," $4,089 ",1,No,3,3
661,43,No,Travel_Rarely,Research & Development,6,Masters,Medical,2,Male,Medium,Research Director,4,Divorced," $16,627 ",4,Yes,2,3
662,38,No,Travel_Rarely,Research & Development,1,SSC,Life Sciences,3,Female,High,Research Scientist,1,Single," $2,619 ",3,No,2,3
663,43,No,Travel_Frequently,Research & Development,9,Doctorate,Medical,4,Male,High,Laboratory Technician,3,Divorced," $5,679 ",3,Yes,3,3
664,48,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,4,Female,Medium,Manager,1,Married," $15,402 ",7,No,1,3
665,44,No,Travel_Rarely,Human Resources,1,Masters,Life Sciences,1,Female,Medium,Human Resources,3,Single," $5,985 ",4,No,4,3
666,34,No,Travel_Rarely,Sales,14,Graduate,Technical Degree,3,Female,High,Sales Representative,3,Divorced," $2,579 ",1,Yes,3,3
667,27,Yes,Travel_Rarely,Sales,2,SSC,Marketing,3,Male,High,Sales Representative,1,Divorced," $3,041 ",0,No,3,3
669,21,No,Travel_Rarely,Sales,22,SSC,Technical Degree,3,Male,High,Sales Representative,3,Single," $3,447 ",1,No,3,3
671,44,No,Travel_Rarely,Research & Development,3,Masters,Medical,4,Male,High,Manager,4,Married," $19,513 ",4,Yes,4,3
675,22,No,Travel_Rarely,Research & Development,6,SSC,Medical,1,Male,High,Research Scientist,3,Married," $2,773 ",0,No,3,4
677,33,No,Travel_Rarely,Sales,8,Masters,Marketing,3,Male,High,Sales Executive,3,Divorced," $7,104 ",0,No,3,3
679,32,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,Female,High,Research Scientist,4,Married," $6,322 ",1,Yes,2,3
680,30,No,Travel_Frequently,Research & Development,3,Graduate,Medical,3,Female,High,Research Scientist,3,Divorced," $2,083 ",1,No,3,4
682,53,No,Travel_Rarely,Sales,1,SSC,Medical,4,Female,High,Sales Executive,1,Single," $8,381 ",7,No,4,4
683,34,No,Travel_Rarely,Research & Development,1,Doctorate,Life Sciences,2,Male,High,Research Scientist,4,Married," $2,691 ",1,No,2,3
684,45,Yes,Travel_Frequently,Sales,26,Masters,Life Sciences,1,Female,High,Sales Executive,1,Married," $4,286 ",2,No,3,3
686,26,No,Travel_Rarely,Research & Development,6,Graduate,Life Sciences,3,Female,High,Laboratory Technician,4,Married," $2,659 ",1,Yes,3,3
689,37,No,Travel_Rarely,Research & Development,3,Graduate,Medical,3,Male,High,Manufacturing Director,3,Married," $9,434 ",1,No,3,3
690,29,No,Travel_Rarely,Sales,3,Intermediate,Medical,2,Female,High,Sales Executive,3,Married," $5,561 ",1,No,2,3
691,35,No,Travel_Rarely,Research & Development,6,Masters,Life Sciences,2,Male,Low,Research Scientist,4,Single," $6,646 ",1,No,3,3
692,33,No,Travel_Frequently,Research & Development,6,Graduate,Life Sciences,3,Male,High,Healthcare Representative,4,Divorced," $7,725 ",3,No,1,4
698,54,No,Travel_Rarely,Human Resources,19,Masters,Medical,3,Male,High,Human Resources,2,Married," $10,725 ",2,No,4,3
699,36,No,Travel_Rarely,Research & Development,9,Intermediate,Medical,2,Male,Medium,Manufacturing Director,2,Divorced," $8,847 ",2,Yes,3,3
700,27,No,Travel_Rarely,Research & Development,3,Masters,Medical,1,Male,Medium,Research Scientist,4,Single," $2,045 ",0,No,3,3
701,20,Yes,Travel_Rarely,Research & Development,10,SSC,Medical,4,Male,High,Research Scientist,3,Single," $1,009 ",1,Yes,3,3
702,33,Yes,Travel_Frequently,Research & Development,3,Graduate,Life Sciences,1,Male,High,Research Scientist,1,Single," $3,348 ",1,Yes,3,3
704,35,No,Non-Travel,Research & Development,3,Graduate,Life Sciences,3,Male,Medium,Laboratory Technician,3,Married," $1,281 ",1,No,3,3
705,23,No,Travel_Rarely,Research & Development,4,Graduate,Medical,1,Male,Very High,Research Scientist,1,Married," $2,819 ",2,No,4,3
707,25,No,Travel_Rarely,Sales,8,Graduate,Life Sciences,4,Male,Very High,Sales Executive,2,Married," $4,851 ",0,No,3,4
709,38,No,Travel_Rarely,Sales,7,Masters,Marketing,4,Female,Medium,Sales Executive,4,Single," $4,028 ",0,No,3,4
710,29,No,Travel_Frequently,Research & Development,1,Masters,Life Sciences,2,Male,Low,Research Scientist,4,Divorced," $2,720 ",1,No,3,3
712,48,No,Travel_Rarely,Sales,2,SSC,Marketing,2,Male,Very High,Sales Executive,2,Married," $8,120 ",3,No,3,3
714,27,No,Travel_Frequently,Sales,3,SSC,Medical,4,Female,Very High,Sales Executive,4,Divorced," $4,647 ",1,Yes,3,4
715,37,No,Travel_Rarely,Research & Development,10,Intermediate,Life Sciences,4,Male,Very High,Research Scientist,4,Single," $4,680 ",3,No,3,3
716,50,No,Travel_Rarely,Research & Development,28,SSC,Medical,4,Male,Very High,Laboratory Technician,3,Married," $3,221 ",1,Yes,3,3
717,34,No,Travel_Rarely,Research & Development,9,Graduate,Medical,4,Female,Medium,Healthcare Representative,2,Single," $8,621 ",1,No,4,3
720,24,Yes,Travel_Rarely,Sales,3,Intermediate,Life Sciences,1,Female,High,Sales Executive,3,Single," $4,577 ",9,No,3,3
721,39,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,4,Female,Medium,Healthcare Representative,3,Single," $4,553 ",1,No,3,3
722,32,No,Travel_Rarely,Sales,10,Graduate,Marketing,4,Male,High,Sales Executive,4,Single," $5,396 ",1,No,2,3
723,50,Yes,Travel_Frequently,Sales,8,Intermediate,Technical Degree,2,Male,High,Sales Executive,3,Married," $6,796 ",3,Yes,3,3
724,38,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,2,Female,Very High,Healthcare Representative,4,Single," $7,625 ",0,No,2,3
725,27,No,Travel_Rarely,Research & Development,1,Intermediate,Life Sciences,3,Female,High,Manufacturing Director,1,Married," $7,412 ",1,No,3,3
727,32,No,Travel_Rarely,Research & Development,3,Intermediate,Life Sciences,3,Female,High,Research Director,4,Single," $11,159 ",3,No,3,3
728,47,No,Travel_Rarely,Sales,14,Masters,Marketing,4,Male,High,Sales Executive,1,Single," $4,960 ",2,No,3,3
729,40,No,Travel_Frequently,Sales,5,Masters,Life Sciences,4,Male,Medium,Sales Executive,1,Married," $10,475 ",5,Yes,3,4
730,53,No,Travel_Rarely,Research & Development,7,Graduate,Life Sciences,3,Male,Very High,Research Director,3,Married," $14,814 ",3,No,3,3
731,41,No,Travel_Rarely,Human Resources,10,Masters,Human Resources,2,Male,Medium,Manager,4,Divorced," $19,141 ",3,No,2,3
732,60,No,Travel_Rarely,Sales,16,Masters,Marketing,1,Male,High,Sales Executive,1,Single," $5,405 ",8,No,3,3
733,27,No,Travel_Frequently,Research & Development,10,Intermediate,Life Sciences,4,Male,High,Manufacturing Director,1,Divorced," $8,793 ",1,No,2,4
734,41,No,Travel_Rarely,Human Resources,1,Graduate,Human Resources,4,Male,Medium,Manager,3,Married," $19,189 ",1,No,3,3
738,50,No,Travel_Rarely,Sales,8,Masters,Marketing,4,Male,High,Sales Representative,2,Married," $3,875 ",7,No,3,3
741,28,Yes,Travel_Rarely,Research & Development,1,Intermediate,Life Sciences,1,Female,Low,Research Scientist,2,Single," $2,216 ",7,Yes,3,3
742,36,No,Non-Travel,Research & Development,8,Graduate,Life Sciences,1,Female,Very High,Research Director,1,Married," $11,713 ",9,No,3,3
743,38,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,3,Female,High,Manufacturing Director,3,Single," $7,861 ",4,Yes,4,3
744,44,No,Non-Travel,Research & Development,24,Graduate,Medical,1,Male,Low,Laboratory Technician,3,Single," $3,708 ",2,No,3,3
746,47,No,Travel_Frequently,Sales,3,Graduate,Medical,4,Female,High,Sales Executive,3,Divorced," $13,770 ",9,Yes,2,3
747,30,No,Travel_Rarely,Sales,27,Doctorate,Marketing,3,Male,High,Sales Executive,4,Divorced," $5,304 ",7,No,2,4
749,29,No,Travel_Rarely,Sales,10,Graduate,Life Sciences,3,Male,High,Sales Representative,3,Single," $2,642 ",1,No,3,3
752,42,Yes,Travel_Frequently,Research & Development,19,Graduate,Medical,3,Male,Very High,Research Scientist,3,Divorced," $2,759 ",6,Yes,3,3
754,43,No,Travel_Frequently,Sales,15,Graduate,Life Sciences,4,Male,Medium,Sales Executive,4,Married," $6,804 ",3,No,3,3
757,34,No,Travel_Rarely,Research & Development,8,Intermediate,Medical,2,Female,High,Healthcare Representative,3,Single," $6,142 ",3,No,3,3
758,23,No,Travel_Rarely,Research & Development,9,SSC,Medical,2,Male,High,Laboratory Technician,1,Married," $2,500 ",1,No,4,3
760,39,No,Travel_Rarely,Human Resources,3,Graduate,Human Resources,3,Female,Very High,Human Resources,2,Married," $6,389 ",9,No,1,3
